time,seconds_elapsed,text
1702469775065988600,131100.94798852538,Time condition met as time is after 20:00
1702469775166727200,131101.04872705077,Time condition met as time is after 20:00
1702469775267435300,131101.14943530274,Time condition met as time is after 20:00
1702469775368143000,131101.2501430664,Time condition met as time is after 20:00
1702469775468881700,131101.3508815918,Time condition met as time is after 20:00
1702469775569559300,131101.45155932617,Time condition met as time is after 20:00
1702469775670328300,131101.55232836914,Time condition met as time is after 20:00
1702469775771067000,131101.65306689453,Time condition met as time is after 20:00
1702469775871805400,131101.75380541992,Time condition met as time is after 20:00
1702469775972482800,131101.85448291016,Time condition met as time is after 20:00
1702469776073221400,131101.95522143555,Time condition met as time is after 20:00
1702469776173776600,131102.05577661132,Time condition met as time is after 20:00
1702469776274667800,131102.1566677246,Time condition met as time is after 20:00
1702469776375376000,131102.25737597657,Time condition met as time is after 20:00
1702469776476084000,131102.35808398438,Time condition met as time is after 20:00
1702469776576822500,131102.45882250977,Time condition met as time is after 20:00
1702469776677591600,131102.55959155274,Time condition met as time is after 20:00
1702469776778329900,131102.66032983398,Time condition met as time is after 20:00
1702469776879068400,131102.76106835937,Time condition met as time is after 20:00
1702469776979807000,131102.86180688476,Time condition met as time is after 20:00
1702469777080515000,131102.96251513672,Time condition met as time is after 20:00
1702469777180854000,131103.06285400392,Time condition met as time is after 20:00
1702469777281592600,131103.1635925293,Time condition met as time is after 20:00
1702469777382300400,131103.26430053712,Time condition met as time is after 20:00
1702469777482978000,131103.36497802736,Time condition met as time is after 20:00
1702469777583686000,131103.46568579102,Time condition met as time is after 20:00
1702469777684394000,131103.56639404298,Time condition met as time is after 20:00
1702469777785132500,131103.66713256837,Time condition met as time is after 20:00
1702469777885810000,131103.76780981445,Time condition met as time is after 20:00
1702469777986518000,131103.86851806642,Time condition met as time is after 20:00
1702469778087195400,131103.9691953125,Time condition met as time is after 20:00
1702469778187903500,131104.06990356446,Time condition met as time is after 20:00
1702469778288642000,131104.17064208986,Time condition met as time is after 20:00
1702469778389350100,131104.27135009767,Time condition met as time is after 20:00
1702469778490058000,131104.37205810548,Time condition met as time is after 20:00
1702469778590766000,131104.4727661133,Time condition met as time is after 20:00
1702469778691474200,131104.5734741211,Time condition met as time is after 20:00
1702469778792212500,131104.67421240234,Time condition met as time is after 20:00
1702469778892890000,131104.77489013673,Time condition met as time is after 20:00
1702469778993598200,131104.87559814454,Time condition met as time is after 20:00
1702469779094306000,131104.97630615236,Time condition met as time is after 20:00
1702469779195014100,131105.07701416017,Time condition met as time is after 20:00
1702469779295722200,131105.17772216798,Time condition met as time is after 20:00
1702469779396430000,131105.2784301758,Time condition met as time is after 20:00
1702469779497138200,131105.3791381836,Time condition met as time is after 20:00
1702469779597846000,131105.47984594727,Time condition met as time is after 20:00
1702469779698554000,131105.58055419923,Time condition met as time is after 20:00
1702469779799262200,131105.68126220704,Time condition met as time is after 20:00
1702469779899970000,131105.7819699707,Time condition met as time is after 20:00
1702469780000678100,131105.88267822267,Time condition met as time is after 20:00
1702469780101416700,131105.98341674806,Time condition met as time is after 20:00
1702469780202094000,131106.08409399414,Time condition met as time is after 20:00
1702469780302802200,131106.1848022461,Time condition met as time is after 20:00
1702469780403540700,131106.2855407715,Time condition met as time is after 20:00
1702469780504279300,131106.3862792969,Time condition met as time is after 20:00
1702469780605017900,131106.48701782228,Time condition met as time is after 20:00
1702469780705725700,131106.58772558594,Time condition met as time is after 20:00
1702469780806464300,131106.68846435548,Time condition met as time is after 20:00
1702469780907202800,131106.78920288087,Time condition met as time is after 20:00
1702469781007941400,131106.88994140626,Time condition met as time is after 20:00
1702469781108618800,131106.99061865234,Time condition met as time is after 20:00
1702469781209235200,131107.09123510742,Time condition met as time is after 20:00
1702469781309973800,131107.19197387696,Time condition met as time is after 20:00
1702469781410865000,131107.29286499025,Time condition met as time is after 20:00
1702469781511573000,131107.39357299806,Time condition met as time is after 20:00
1702469781612403000,131107.49440283203,Time condition met as time is after 20:00
1702469781712683800,131107.5946838379,Time condition met as time is after 20:00
1702469781813422300,131107.6954223633,Time condition met as time is after 20:00
1702469781914161000,131107.79616088868,Time condition met as time is after 20:00
1702469782014807800,131107.89680786134,Time condition met as time is after 20:00
1702469782115546400,131107.99754638673,Time condition met as time is after 20:00
1702469782216254500,131108.09825439454,Time condition met as time is after 20:00
1702469782316962300,131108.19896240236,Time condition met as time is after 20:00
1702469782417670400,131108.29967041017,Time condition met as time is after 20:00
1702469782518378200,131108.40037817383,Time condition met as time is after 20:00
1702469782619086300,131108.5010864258,Time condition met as time is after 20:00
1702469782719764000,131108.60176391603,Time condition met as time is after 20:00
1702469782820502300,131108.70250219727,Time condition met as time is after 20:00
1702469782921149400,131108.80314941407,Time condition met as time is after 20:00
1702469783021918500,131108.90391845704,Time condition met as time is after 20:00
1702469783122657000,131109.00465698243,Time condition met as time is after 20:00
1702469783223334400,131109.10533447267,Time condition met as time is after 20:00
1702469783324042500,131109.20604248048,Time condition met as time is after 20:00
1702469783424750300,131109.30675024414,Time condition met as time is after 20:00
1702469783525458400,131109.4074584961,Time condition met as time is after 20:00
1702469783626166500,131109.50816650392,Time condition met as time is after 20:00
1702469783726874400,131109.60887426758,Time condition met as time is after 20:00
1702469783827613000,131109.70961303712,Time condition met as time is after 20:00
1702469783928290600,131109.81029052736,Time condition met as time is after 20:00
1702469784028998400,131109.91099829102,Time condition met as time is after 20:00
1702469784129737000,131110.01173706056,Time condition met as time is after 20:00
1702469784230445000,131110.11244506837,Time condition met as time is after 20:00
1702469784331122400,131110.21312231445,Time condition met as time is after 20:00
1702469784431830500,131110.31383056642,Time condition met as time is after 20:00
1702469784532538600,131110.41453857423,Time condition met as time is after 20:00
1702469784633216000,131110.51521606446,Time condition met as time is after 20:00
1702469784733954600,131110.61595458986,Time condition met as time is after 20:00
1702469784834662700,131110.71666259767,Time condition met as time is after 20:00
1702469784935370500,131110.81737060548,Time condition met as time is after 20:00
1702469785036109000,131110.91810913087,Time condition met as time is after 20:00
1702469785136786700,131111.0187866211,Time condition met as time is after 20:00
1702469785237525000,131111.11952490234,Time condition met as time is after 20:00
1702469785338202600,131111.22020263673,Time condition met as time is after 20:00
1702469785438910700,131111.32091064454,Time condition met as time is after 20:00
1702469785539618600,131111.42161865236,Time condition met as time is after 20:00
1702469785640296200,131111.5222961426,Time condition met as time is after 20:00
1702469785741034500,131111.62303442383,Time condition met as time is after 20:00
1702469785841742600,131111.7237426758,Time condition met as time is after 20:00
1702469785942450700,131111.8244506836,Time condition met as time is after 20:00
1702469786043158500,131111.92515844727,Time condition met as time is after 20:00
1702469786143866600,131112.02586669923,Time condition met as time is after 20:00
1702469786244542500,131112.12654248046,Time condition met as time is after 20:00
1702469786345281000,131112.22728100585,Time condition met as time is after 20:00
1702469786445989000,131112.32798901366,Time condition met as time is after 20:00
1702469786546697200,131112.42869726563,Time condition met as time is after 20:00
1702469786647405000,131112.5294050293,Time condition met as time is after 20:00
1702469786748113200,131112.6301130371,Time condition met as time is after 20:00
1702469786848821200,131112.73082128906,Time condition met as time is after 20:00
1702469786949529000,131112.83152905272,Time condition met as time is after 20:00
1702469787050206700,131112.9322067871,Time condition met as time is after 20:00
1702469787150884000,131113.0328840332,Time condition met as time is after 20:00
1702469787251653000,131113.13365307616,Time condition met as time is after 20:00
1702469787352361200,131113.23436132813,Time condition met as time is after 20:00
1702469787453191200,131113.3351911621,Time condition met as time is after 20:00
1702469787553777200,131113.4357770996,Time condition met as time is after 20:00
1702469787654454800,131113.536454834,Time condition met as time is after 20:00
1702469787755132200,131113.63713208007,Time condition met as time is after 20:00
1702469787855870700,131113.73787060546,Time condition met as time is after 20:00
1702469787956609300,131113.838609375,Time condition met as time is after 20:00
1702469788057286700,131113.93928662108,Time condition met as time is after 20:00
1702469788158025200,131114.04002514647,Time condition met as time is after 20:00
1702469788258733300,131114.14073339844,Time condition met as time is after 20:00
1702469788359441200,131114.2414411621,Time condition met as time is after 20:00
1702469788460027100,131114.3420270996,Time condition met as time is after 20:00
1702469788560827000,131114.4428269043,Time condition met as time is after 20:00
1702469788661504300,131114.54350415038,Time condition met as time is after 20:00
1702469788762212400,131114.64421240235,Time condition met as time is after 20:00
1702469788862950700,131114.74495068358,Time condition met as time is after 20:00
1702469788963628300,131114.84562817382,Time condition met as time is after 20:00
1702469789064336400,131114.94633642578,Time condition met as time is after 20:00
1702469789165044200,131115.04704418944,Time condition met as time is after 20:00
1702469789265752300,131115.1477524414,Time condition met as time is after 20:00
1702469789366460400,131115.24846044922,Time condition met as time is after 20:00
1702469789467168300,131115.34916821288,Time condition met as time is after 20:00
1702469789567906800,131115.44990673827,Time condition met as time is after 20:00
1702469789668615000,131115.55061499024,Time condition met as time is after 20:00
1702469789769322800,131115.6513227539,Time condition met as time is after 20:00
1702469789870000400,131115.75200048828,Time condition met as time is after 20:00
1702469789970739000,131115.85273901367,Time condition met as time is after 20:00
1702469790071416300,131115.95341625976,Time condition met as time is after 20:00
1702469790172155000,131116.05415478515,Time condition met as time is after 20:00
1702469790272832300,131116.15483227538,Time condition met as time is after 20:00
1702469790373601500,131116.2556015625,Time condition met as time is after 20:00
1702469790474309400,131116.35630932616,Time condition met as time is after 20:00
1702469790575017500,131116.45701757813,Time condition met as time is after 20:00
1702469790675725600,131116.55772558594,Time condition met as time is after 20:00
1702469790776433400,131116.6584333496,Time condition met as time is after 20:00
1702469790877141500,131116.75914160156,Time condition met as time is after 20:00
1702469790977849300,131116.85984936522,Time condition met as time is after 20:00
1702469791078527000,131116.96052685546,Time condition met as time is after 20:00
1702469791179235000,131117.06123510742,Time condition met as time is after 20:00
1702469791280004000,131117.1620041504,Time condition met as time is after 20:00
1702469791380681500,131117.26268139647,Time condition met as time is after 20:00
1702469791481389600,131117.36338964844,Time condition met as time is after 20:00
1702469791582067000,131117.46406689452,Time condition met as time is after 20:00
1702469791682805500,131117.5648054199,Time condition met as time is after 20:00
1702469791783513600,131117.66551367188,Time condition met as time is after 20:00
1702469791884221400,131117.76622143554,Time condition met as time is after 20:00
1702469791984929500,131117.86692944335,Time condition met as time is after 20:00
1702469792085668000,131117.9676682129,Time condition met as time is after 20:00
1702469792186345500,131118.06834545897,Time condition met as time is after 20:00
1702469792287053600,131118.1690534668,Time condition met as time is after 20:00
1702469792387761700,131118.26976171875,Time condition met as time is after 20:00
1702469792488469500,131118.3704694824,Time condition met as time is after 20:00
1702469792589177600,131118.47117749022,Time condition met as time is after 20:00
1702469792689885700,131118.5718857422,Time condition met as time is after 20:00
1702469792790624000,131118.67262402343,Time condition met as time is after 20:00
1702469792891332000,131118.77333203124,Time condition met as time is after 20:00
1702469792992009700,131118.87400976563,Time condition met as time is after 20:00
1702469793092656600,131118.97465673828,Time condition met as time is after 20:00
1702469793193395200,131119.07539526367,Time condition met as time is after 20:00
1702469793294072600,131119.17607250976,Time condition met as time is after 20:00
1702469793394811100,131119.27681103515,Time condition met as time is after 20:00
1702469793495519200,131119.3775192871,Time condition met as time is after 20:00
1702469793596227000,131119.47822705077,Time condition met as time is after 20:00
1702469793696935200,131119.57893505858,Time condition met as time is after 20:00
1702469793797643300,131119.67964331055,Time condition met as time is after 20:00
1702469793898351000,131119.7803510742,Time condition met as time is after 20:00
1702469793999028700,131119.8810288086,Time condition met as time is after 20:00
1702469794099767300,131119.981767334,Time condition met as time is after 20:00
1702469794200475100,131120.08247509765,Time condition met as time is after 20:00
1702469794301152800,131120.18315283203,Time condition met as time is after 20:00
1702469794401891300,131120.28389135742,Time condition met as time is after 20:00
1702469794502568700,131120.3845686035,Time condition met as time is after 20:00
1702469794603276800,131120.48527685547,Time condition met as time is after 20:00
1702469794704015400,131120.58601538086,Time condition met as time is after 20:00
1702469794804692700,131120.68669262694,Time condition met as time is after 20:00
1702469794905431300,131120.7874313965,Time condition met as time is after 20:00
1702469795006108700,131120.88810864257,Time condition met as time is after 20:00
1702469795106816800,131120.98881665038,Time condition met as time is after 20:00
1702469795207555300,131121.08955541992,Time condition met as time is after 20:00
1702469795308324400,131121.1903244629,Time condition met as time is after 20:00
1702469795409001700,131121.29100170897,Time condition met as time is after 20:00
1702469795509679400,131121.39167944336,Time condition met as time is after 20:00
1702469795610418000,131121.49241796875,Time condition met as time is after 20:00
1702469795711125800,131121.5931257324,Time condition met as time is after 20:00
1702469795811833900,131121.69383374022,Time condition met as time is after 20:00
1702469795912572400,131121.79457250977,Time condition met as time is after 20:00
1702469796013249800,131121.89524975585,Time condition met as time is after 20:00
1702469796113958000,131121.9959580078,Time condition met as time is after 20:00
1702469796214696400,131122.0966965332,Time condition met as time is after 20:00
1702469796315373800,131122.1973737793,Time condition met as time is after 20:00
1702469796416082000,131122.29808203125,Time condition met as time is after 20:00
1702469796516790000,131122.39879003906,Time condition met as time is after 20:00
1702469796617497900,131122.49949780272,Time condition met as time is after 20:00
1702469796718206000,131122.6002060547,Time condition met as time is after 20:00
1702469796818944500,131122.70094458008,Time condition met as time is after 20:00
1702469796919652400,131122.80165234374,Time condition met as time is after 20:00
1702469797020330000,131122.90233007813,Time condition met as time is after 20:00
1702469797121037800,131123.0030378418,Time condition met as time is after 20:00
1702469797221746000,131123.1037458496,Time condition met as time is after 20:00
1702469797322441000,131123.20444091797,Time condition met as time is after 20:00
1702469797423179500,131123.30517944336,Time condition met as time is after 20:00
1702469797523887400,131123.40588745117,Time condition met as time is after 20:00
1702469797624595500,131123.50659545898,Time condition met as time is after 20:00
1702469797725303600,131123.6073034668,Time condition met as time is after 20:00
1702469797826042000,131123.70804199218,Time condition met as time is after 20:00
1702469797926719500,131123.80871948242,Time condition met as time is after 20:00
1702469798027366400,131123.90936645507,Time condition met as time is after 20:00
1702469798128074500,131124.0100744629,Time condition met as time is after 20:00
1702469798228782600,131124.1107824707,Time condition met as time is after 20:00
1702469798329551600,131124.21155151367,Time condition met as time is after 20:00
1702469798430259500,131124.31225952148,Time condition met as time is after 20:00
1702469798530967600,131124.4129675293,Time condition met as time is after 20:00
1702469798631675600,131124.5136755371,Time condition met as time is after 20:00
1702469798732383500,131124.61438354492,Time condition met as time is after 20:00
1702469798833091600,131124.71509155273,Time condition met as time is after 20:00
1702469798933830100,131124.81583007812,Time condition met as time is after 20:00
1702469799034446600,131124.9164465332,Time condition met as time is after 20:00
1702469799135185200,131125.0171850586,Time condition met as time is after 20:00
1702469799235893000,131125.1178930664,Time condition met as time is after 20:00
1702469799336631600,131125.2186315918,Time condition met as time is after 20:00
1702469799437339600,131125.3193395996,Time condition met as time is after 20:00
1702469799538078200,131125.420078125,Time condition met as time is after 20:00
1702469799638755600,131125.52075561523,Time condition met as time is after 20:00
1702469799739494100,131125.62149414062,Time condition met as time is after 20:00
1702469799840171800,131125.722171875,Time condition met as time is after 20:00
1702469799940879600,131125.82287963867,Time condition met as time is after 20:00
1702469800041526500,131125.92352661132,Time condition met as time is after 20:00
1702469800142234600,131126.02423461914,Time condition met as time is after 20:00
1702469800242973200,131126.12497314453,Time condition met as time is after 20:00
1702469800343681300,131126.2256813965,Time condition met as time is after 20:00
1702469800444358700,131126.32635864257,Time condition met as time is after 20:00
1702469800544975000,131126.42697509765,Time condition met as time is after 20:00
1702469800645744000,131126.52774414062,Time condition met as time is after 20:00
1702469800746482700,131126.628482666,Time condition met as time is after 20:00
1702469800847160300,131126.7291604004,Time condition met as time is after 20:00
1702469800947898600,131126.82989868164,Time condition met as time is after 20:00
1702469801048606700,131126.93060668945,Time condition met as time is after 20:00
1702469801149314800,131127.03131469726,Time condition met as time is after 20:00
1702469801250022700,131127.13202270507,Time condition met as time is after 20:00
1702469801350700300,131127.2327001953,Time condition met as time is after 20:00
1702469801451438800,131127.33343896485,Time condition met as time is after 20:00
1702469801552146700,131127.4341467285,Time condition met as time is after 20:00
1702469801652854800,131127.53485473632,Time condition met as time is after 20:00
1702469801753532200,131127.63553222656,Time condition met as time is after 20:00
1702469801854270700,131127.73627075195,Time condition met as time is after 20:00
1702469801954948400,131127.83694824218,Time condition met as time is after 20:00
1702469802055687000,131127.93768701173,Time condition met as time is after 20:00
1702469802156425200,131128.03842529297,Time condition met as time is after 20:00
1702469802257102800,131128.1391027832,Time condition met as time is after 20:00
1702469802357871900,131128.23987182617,Time condition met as time is after 20:00
1702469802458549200,131128.3405493164,Time condition met as time is after 20:00
1702469802559257300,131128.44125732422,Time condition met as time is after 20:00
1702469802659965400,131128.54196533203,Time condition met as time is after 20:00
1702469802760673300,131128.64267333984,Time condition met as time is after 20:00
1702469802861411800,131128.74341186523,Time condition met as time is after 20:00
1702469802962089500,131128.84408935547,Time condition met as time is after 20:00
1702469803062766800,131128.9447668457,Time condition met as time is after 20:00
1702469803163475000,131129.0454748535,Time condition met as time is after 20:00
1702469803264213500,131129.14621362305,Time condition met as time is after 20:00
1702469803364952000,131129.24695214845,Time condition met as time is after 20:00
1702469803465660000,131129.3476599121,Time condition met as time is after 20:00
1702469803566337500,131129.4483376465,Time condition met as time is after 20:00
1702469803667075800,131129.54907592773,Time condition met as time is after 20:00
1702469803767753500,131129.64975341797,Time condition met as time is after 20:00
1702469803868461600,131129.75046166993,Time condition met as time is after 20:00
1702469803969199900,131129.85119995117,Time condition met as time is after 20:00
1702469804069816300,131129.95181640625,Time condition met as time is after 20:00
1702469804170524400,131130.05252441406,Time condition met as time is after 20:00
1702469804271324000,131130.1533239746,Time condition met as time is after 20:00
1702469804372001500,131130.25400146484,Time condition met as time is after 20:00
1702469804472709600,131130.3547097168,Time condition met as time is after 20:00
1702469804573417500,131130.45541748047,Time condition met as time is after 20:00
1702469804674095000,131130.55609521485,Time condition met as time is after 20:00
1702469804774772500,131130.65677246093,Time condition met as time is after 20:00
1702469804875511000,131130.75751098632,Time condition met as time is after 20:00
1702469804976188400,131130.85818847656,Time condition met as time is after 20:00
1702469805076927000,131130.95892700195,Time condition met as time is after 20:00
1702469805177604600,131131.05960449218,Time condition met as time is after 20:00
1702469805278343200,131131.16034326173,Time condition met as time is after 20:00
1702469805379020500,131131.2610205078,Time condition met as time is after 20:00
1702469805479759000,131131.3617590332,Time condition met as time is after 20:00
1702469805580497700,131131.4624975586,Time condition met as time is after 20:00
1702469805681175000,131131.56317504882,Time condition met as time is after 20:00
1702469805781852700,131131.6638527832,Time condition met as time is after 20:00
1702469805882591000,131131.76459106445,Time condition met as time is after 20:00
1702469805983299000,131131.86529907226,Time condition met as time is after 20:00
1702469806084007200,131131.96600708007,Time condition met as time is after 20:00
1702469806184684500,131132.0666845703,Time condition met as time is after 20:00
1702469806285392600,131132.16739257812,Time condition met as time is after 20:00
1702469806386131200,131132.2681311035,Time condition met as time is after 20:00
1702469806486808600,131132.36880859375,Time condition met as time is after 20:00
1702469806587547100,131132.46954711914,Time condition met as time is after 20:00
1702469806688285700,131132.57028564453,Time condition met as time is after 20:00
1702469806789024300,131132.67102416992,Time condition met as time is after 20:00
1702469806889701600,131132.77170166015,Time condition met as time is after 20:00
1702469806990409700,131132.87240966797,Time condition met as time is after 20:00
1702469807091117800,131132.97311791993,Time condition met as time is after 20:00
1702469807191825700,131133.0738256836,Time condition met as time is after 20:00
1702469807292533800,131133.1745336914,Time condition met as time is after 20:00
1702469807393241900,131133.27524194337,Time condition met as time is after 20:00
1702469807493980200,131133.3759802246,Time condition met as time is after 20:00
1702469807594657800,131133.47665771484,Time condition met as time is after 20:00
1702469807695365600,131133.57736572265,Time condition met as time is after 20:00
1702469807796073700,131133.67807373047,Time condition met as time is after 20:00
1702469807896781800,131133.77878173828,Time condition met as time is after 20:00
1702469807997489700,131133.8794897461,Time condition met as time is after 20:00
1702469808098228200,131133.98022827148,Time condition met as time is after 20:00
1702469808198905900,131134.08090576172,Time condition met as time is after 20:00
1702469808299583200,131134.18158325195,Time condition met as time is after 20:00
1702469808400352300,131134.28235229492,Time condition met as time is after 20:00
1702469808500997000,131134.38299707032,Time condition met as time is after 20:00
1702469808601766100,131134.4837661133,Time condition met as time is after 20:00
1702469808702474200,131134.5844741211,Time condition met as time is after 20:00
1702469808803152000,131134.68515185546,Time condition met as time is after 20:00
1702469808903859700,131134.78585961915,Time condition met as time is after 20:00
1702469809004506600,131134.8865065918,Time condition met as time is after 20:00
1702469809105214700,131134.98721459962,Time condition met as time is after 20:00
1702469809205953300,131135.08795336913,Time condition met as time is after 20:00
1702469809306691800,131135.18869189452,Time condition met as time is after 20:00
1702469809407400000,131135.28939990234,Time condition met as time is after 20:00
1702469809508107800,131135.39010766603,Time condition met as time is after 20:00
1702469809608815900,131135.49081591796,Time condition met as time is after 20:00
1702469809709523700,131135.59152368165,Time condition met as time is after 20:00
1702469809810231800,131135.69223168946,Time condition met as time is after 20:00
1702469809910970400,131135.79297045898,Time condition met as time is after 20:00
1702469810011586800,131135.89358691406,Time condition met as time is after 20:00
1702469810112325400,131135.99432543945,Time condition met as time is after 20:00
1702469810213033500,131136.09503344726,Time condition met as time is after 20:00
1702469810313771800,131136.19577172853,Time condition met as time is after 20:00
1702469810414510300,131136.29651025392,Time condition met as time is after 20:00
1702469810515188000,131136.39718798827,Time condition met as time is after 20:00
1702469810615926500,131136.49792651366,Time condition met as time is after 20:00
1702469810716604000,131136.5986040039,Time condition met as time is after 20:00
1702469810817312000,131136.6993120117,Time condition met as time is after 20:00
1702469810918019800,131136.8000197754,Time condition met as time is after 20:00
1702469811018697500,131136.90069750976,Time condition met as time is after 20:00
1702469811119374800,131137.00137475587,Time condition met as time is after 20:00
1702469811220083000,131137.1020830078,Time condition met as time is after 20:00
1702469811320791000,131137.20279101562,Time condition met as time is after 20:00
1702469811421499000,131137.3034987793,Time condition met as time is after 20:00
1702469811522176500,131137.40417651366,Time condition met as time is after 20:00
1702469811622915000,131137.50491503906,Time condition met as time is after 20:00
1702469811723592400,131137.6055925293,Time condition met as time is after 20:00
1702469811824331000,131137.70633105468,Time condition met as time is after 20:00
1702469811925038800,131137.80703881837,Time condition met as time is after 20:00
1702469812025716500,131137.90771655273,Time condition met as time is after 20:00
1702469812126424600,131138.00842456054,Time condition met as time is after 20:00
1702469812227163000,131138.1091628418,Time condition met as time is after 20:00
1702469812327871000,131138.20987109374,Time condition met as time is after 20:00
1702469812428548600,131138.31054858398,Time condition met as time is after 20:00
1702469812529256400,131138.41125634767,Time condition met as time is after 20:00
1702469812629873000,131138.51187280274,Time condition met as time is after 20:00
1702469812730703000,131138.612703125,Time condition met as time is after 20:00
1702469812831380500,131138.7133803711,Time condition met as time is after 20:00
1702469812932119000,131138.81411914062,Time condition met as time is after 20:00
1702469813053259300,131138.93525927735,Time condition met as time is after 20:00
1702469813153967400,131139.03596728516,Time condition met as time is after 20:00
1702469813254644700,131139.1366447754,Time condition met as time is after 20:00
1702469813355413800,131139.23741381837,Time condition met as time is after 20:00
1702469813456091400,131139.3380913086,Time condition met as time is after 20:00
